sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur
230666,Gabriel Jesus,Gabriel Fernando de Jesus,22,1997-04-03,175,73,Brazil,Manchester City,82,88,31000000,140000
207410,M. Kovačić,Mateo Kovačić,25,1994-05-06,176,78,Croatia,Chelsea,82,87,29000000,125000
208596,A. Belotti,Andrea Belotti,25,1993-12-20,181,72,Italy,Torino,82,87,30000000,63000
212151,T. Strakosha,Thomas Strakosha,24,1995-03-19,193,78,Albania,Lazio,82,87,22000000,39000
220971,N. Keïta,Naby Keïta,24,1995-02-10,172,64,Guinea,Liverpool,82,87,29000000,95000
223959,L. Torreira,Lucas Torreira Di Pascua,23,1996-02-11,168,64,Uruguay,Arsenal,82,87,27000000,80000
224293,Rúben Neves,Rúben Diogo da Silva Neves,22,1997-03-13,180,80,Portugal,Wolverhampton Wanderers,82,87,29000000,89000
225850,P. Kimpembe,Presnel Kimpembe,23,1995-08-13,189,80,France,Paris Saint-Germain,82,87,26500000,75000
225953,S. Bergwijn,Steven Bergwijn,21,1997-10-08,178,78,Netherlands,PSV,82,87,30000000,22000
226753,A. Onana,André Onana,23,1996-04-02,187,93,Cameroon,Ajax,82,87,22000000,18000
227928,Nélson Semedo,Nélson Cabral Semedo,25,1993-11-16,177,67,Portugal,FC Barcelona,82,87,26000000,150000
193105,A. Areola,Alphonse Areola,26,1993-02-27,195,94,France,Paris Saint-Germain,82,86,21000000,71000
198009,M. Perin,Mattia Perin,26,1992-11-10,188,77,Italy,Juventus,82,86,21000000,90000
211320,D. Rugani,Daniele Rugani,24,1994-07-29,190,84,Italy,Juventus,82,86,26000000,95000
214997,A. Correa,Ángel Correa,24,1995-03-09,171,68,Argentina,Atlético Madrid,82,86,29000000,59000
216201,Iñaki Williams,Iñaki Williams Arthuer,25,1994-06-15,186,79,Spain,Athletic Club de Bilbao,82,86,29000000,36000
221992,H. Lozano,Hirving Rodrigo Lozano Bahena,23,1995-07-30,175,70,Mexico,PSV,82,86,29000000,26000
227055,Gelson Martins,Gelson Dany Batalha Martins,24,1995-05-11,173,74,Portugal,AS Monaco,82,86,29000000,47000
200726,B. Lecomte,Benjamin Lecomte,28,1991-04-26,186,78,France,AS Monaco,82,85,20000000,42000
209989,T. Partey,Thomas Partey,26,1993-06-13,185,77,Ghana,Atlético Madrid,82,85,27000000,68000
211748,K. Demirbay,Kerem Demirbay,25,1993-07-03,182,72,Germany,Bayer 04 Leverkusen,82,85,27500000,75000
197061,J. Matip,Joël Andre Job Matip,27,1991-08-08,194,90,Cameroon,Liverpool,82,84,23000000,99000
202651,Suso,Jesús Joaquín Fernández Sáez,25,1993-11-19,176,70,Spain,Milan,82,84,27000000,56000
204639,S. Savić,Stefan Savić,28,1991-01-08,187,79,Montenegro,Atlético Madrid,82,84,22500000,65000
205452,A. Rüdiger,Antonio Rüdiger,26,1993-03-03,190,85,Germany,Chelsea,82,84,24000000,115000
209960,Pacheco,Fernando Pacheco Flores,27,1992-05-18,186,81,Spain,Deportivo Alavés,82,84,18500000,27000
210243,Ricardo Pereira,Ricardo Barbosa Pereira,25,1993-10-06,175,70,Portugal,Leicester City,82,84,23500000,89000
211256,N. Tagliafico,Nicolás Alejandro Tagliafico,26,1992-08-31,172,65,Argentina,Ajax,82,84,23500000,27000
223952,David Soria,David Soria Solís,26,1993-04-04,192,85,Spain,Getafe CF,82,84,19500000,26000
178750,Sergio Asenjo,Sergio  Asenjo Andrés,30,1989-06-28,189,87,Spain,Villarreal CF,82,83,17000000,33000
189575,Muniain,Iker Muniain Goñi,26,1992-12-19,170,66,Spain,Athletic Club de Bilbao,82,83,26000000,35000
192318,M. Götze,Mario Götze,27,1992-06-03,176,75,Germany,Borussia Dortmund,82,83,26000000,98000
193283,T. Delaney,Thomas Delaney,27,1991-09-03,182,79,Denmark,Borussia Dortmund,82,83,23000000,82000
193698,O. Baumann,Oliver Baumann,29,1990-06-02,187,82,Germany,TSG 1899 Hoffenheim,82,83,18000000,39000
195093,Willian José,Willian José da Silva,27,1991-11-23,189,93,Brazil,Real Sociedad,82,83,26000000,44000
199564,Sergi Roberto,Sergio Roberto Carnicer,27,1992-02-07,178,68,Spain,FC Barcelona,82,83,22000000,155000
200536,N. Schulz,Nico Schulz,26,1993-04-01,181,83,Germany,Borussia Dortmund,82,83,22500000,82000
200610,K. Volland,Kevin Volland,26,1992-07-30,179,83,Germany,Bayer 04 Leverkusen,82,83,26500000,85000
200724,Nacho Fernández,José Ignacio Fernández Iglesias,29,1990-01-18,180,76,Spain,Real Madrid,82,83,21000000,165000
201305,Gabriel Paulista,Gabriel Armando de Abreu,28,1990-11-26,187,79,Brazil,Valencia CF,82,83,21500000,46000
202562,J. Roussillon,Jérôme Roussillon,26,1993-01-06,175,80,France,VfL Wolfsburg,82,83,22500000,56000
203263,H. Maguire,Harry Maguire,26,1993-03-05,194,100,England,Manchester United,82,83,23000000,125000
203486,T. Hazard,Thorgan Hazard,26,1993-03-29,175,71,Belgium,Borussia Dortmund,82,83,26000000,90000
208448,E. Forsberg,Emil Forsberg,27,1991-10-23,179,74,Sweden,RB Leipzig,82,83,25500000,67000
208574,F. Kostić,Filip Kostić,26,1992-11-01,184,82,Serbia,Eintracht Frankfurt,82,83,26000000,49000
216409,M. Politano,Matteo Politano,25,1993-08-03,171,67,Italy,Inter,82,83,26500000,77000
216547,Rafa,Rafael Alexandre Fernandes Ferreira da Silva,26,1993-05-17,172,66,Portugal,SL Benfica,82,83,26000000,21000
24630,Pepe Reina,José Manuel  Reina Páez,36,1982-08-31,188,92,Spain,Milan,82,82,3700000,26000
53302,D. De Rossi,Daniele De Rossi,35,1983-07-24,184,83,Italy,Boca Juniors,82,82,7000000,23000
106231,Aduriz,Aritz Aduriz Zubeldia,38,1981-02-11,182,78,Spain,Athletic Club de Bilbao,82,82,8000000,29000
146536,Jesús Navas,Jesús Navas González,33,1985-11-21,170,60,Spain,Sevilla FC,82,82,13500000,26000
146562,Santi Cazorla,Santiago Cazorla González,34,1984-12-13,168,65,Spain,Villarreal CF,82,82,11000000,45000
156519,H. Herrera,Héctor Miguel Herrera López,29,1990-04-19,185,80,Mexico,Atlético Madrid,82,82,21500000,70000
158963,L. Biglia,Lucas Rodrigo Biglia,33,1986-01-30,178,63,Argentina,Milan,82,82,11000000,49000
164835,L. Fabiański,Łukasz Fabiański,34,1985-04-18,190,83,Poland,West Ham United,82,82,9500000,75000
168354,E. Viviano,Emiliano Viviano,33,1985-12-01,195,90,Italy,Sporting CP,82,82,12000000,15000
178088,Juan Mata,Juan Manuel Mata García,31,1988-04-28,170,63,Spain,Manchester United,82,82,19500000,135000
178509,O. Giroud,Olivier Giroud,32,1986-09-30,193,92,France,Chelsea,82,82,17500000,140000
179645,S. Kjær,Simon Thorup Kjær,30,1989-03-26,191,84,Denmark,Sevilla FC,82,82,18000000,24000
180403,Willian,Willian Borges da Silva,30,1988-08-09,175,78,Brazil,Chelsea,82,82,21000000,140000
181786,V. Ćorluka,Vedran Ćorluka,33,1986-02-05,192,84,Croatia,Lokomotiv Moscow,82,82,10500000,1000
184200,M. Arnautović,Marko Arnautović,30,1989-04-19,192,83,Austria,Shanghai SIPG FC,82,82,21500000,29000
184941,A. Sánchez,Alexis Alejandro Sánchez Sánchez,30,1988-12-19,169,62,Chile,Manchester United,82,82,21000000,150000
184942,Giuliano,Giuliano Victor de Paula,29,1990-05-31,172,68,Brazil,Al Nassr,82,82,21500000,59000
185103,A. Kolarov,Aleksandar Kolarov,33,1985-11-10,187,81,Serbia,Roma,82,82,10000000,52000
186627,M. Balotelli,Mario  Barwuah Balotelli,28,1990-08-12,189,88,Italy,Brescia,82,82,23000000,27000
187754,Marlos,Marlos Romero Bonfim,31,1988-06-07,174,69,Ukraine,Shakhtar Donetsk,82,82,19500000,1000
188803,Taison,Taison Barcellos Freda,31,1988-01-13,172,64,Brazil,Shakhtar Donetsk,82,82,19500000,1000
189068,B. Dost,Bas Dost,30,1989-05-31,196,89,Netherlands,Sporting CP,82,82,21500000,23000
189125,G. Bonaventura,Giacomo Bonaventura,29,1989-08-22,181,75,Italy,Milan,82,82,21500000,56000
189505,Pedro,Pedro Eliezer Rodríguez Ledesma,31,1987-07-28,169,65,Spain,Chelsea,82,82,19500000,140000
189805,L. de Jong,Luuk de Jong,28,1990-08-27,188,86,Netherlands,Sevilla FC,82,82,23000000,29000
190813,S. El Shaarawy,Stephan El Shaarawy,26,1992-10-27,178,72,Italy,Shanghai Greenland Shenhua FC,82,82,24000000,29000
191740,Ander Herrera,Ander Herrera Agüera,29,1989-08-14,182,73,Spain,Paris Saint-Germain,82,82,21500000,100000
193348,X. Shaqiri,Xherdan Shaqiri,27,1991-10-10,169,72,Switzerland,Liverpool,82,82,23000000,120000
193525,Mário Fernandes,Mário Figueira Fernandes,28,1990-09-19,187,80,Russia,PFC CSKA Moscow,82,82,19000000,1000
197655,S. Coates,Sebastián Coates Nión,28,1990-10-07,196,92,Uruguay,Sporting CP,82,82,19500000,20000
198951,C. Bakambu,Cédric Bakambu,28,1991-04-11,182,74,DR Congo,Beijing Sinobo Guoan FC,82,82,23000000,34000
202371,T. Meunier,Thomas Meunier,27,1991-09-12,191,90,Belgium,Paris Saint-Germain,82,82,20000000,87000
202857,K. Bellarabi,Karim Bellarabi,29,1990-04-08,184,81,Germany,Bayer 04 Leverkusen,82,82,21500000,89000
207494,J. Lingard,Jesse Lingard,26,1992-12-15,175,62,England,Manchester United,82,82,24000000,135000
208808,Q. Promes,Quincy Anton Promes,27,1992-01-04,174,72,Netherlands,Ajax,82,82,23000000,32000
208830,J. Vardy,Jamie Vardy,32,1987-01-11,179,74,England,Leicester City,82,82,17500000,115000
215333,D. Zapata,Duván Zapata,28,1991-04-01,189,88,Colombia,Atalanta,82,82,23000000,80000
216475,Morales,José Luis Morales Nogales,31,1987-07-23,180,70,Spain,Levante UD,82,82,20000000,39000
230168,Raphaelito Anjos,Raphael William Anjos Rochedo,31,1988-02-29,190,85,Brazil,Grêmio,82,82,14000000,32000
230225,Juiano Mestres,Juan Everton Mestres de Mesquita,35,1984-02-29,181,82,Brazil,Cruzeiro,82,82,6500000,28000
230258,Rosberto Dourado,Rosberto J. Dourado Santos,31,1988-02-29,175,70,Brazil,Atlético Mineiro,82,82,17000000,46000
245309,E. Schetino,Egidio Maestre Schetino,27,1992-02-29,185,80,Uruguay,Uruguay,82,82,0,0
245313,J. Sildero,José María Sildero,27,1992-02-29,177,75,Uruguay,Uruguay,82,82,0,0
231478,L. Martínez,Lautaro Martínez,21,1997-08-22,174,81,Argentina,Inter,81,89,27000000,61000
234906,H. Aouar,Houssem Aouar,21,1998-06-30,175,70,France,Olympique Lyonnais,81,89,26000000,59000
235569,T. Ndombele,Tanguy NDombèlé Alvaro,22,1996-12-28,181,76,France,Tottenham Hotspur,81,89,26000000,87000
240130,Éder Militão,Éder Gabriel Militão,21,1998-01-18,186,78,Brazil,Real Madrid,81,88,23000000,105000
205659,A. Cragno,Alessio Cragno,25,1994-06-28,184,78,Italy,Cagliari,81,87,18000000,30000
221363,D. van de Beek,Donny van de Beek,22,1997-04-18,184,74,Netherlands,Ajax,81,87,24500000,24000
221660,V. Lindelöf,Victor Nilsson Lindelöf,24,1994-07-17,187,80,Sweden,Manchester United,81,87,22000000,97000
222509,Dani Ceballos,Daniel Ceballos Fernández,22,1996-08-07,179,70,Spain,Arsenal,81,87,24000000,82000
226456,Pablo Fornals,Pablo Fornals Malla,23,1996-02-22,178,67,Spain,West Ham United,81,87,24500000,82000
208333,E. Can,Emre Can,25,1994-01-12,184,82,Germany,Juventus,81,86,23000000,110000
211688,Gayà,José Luís Gayà Peña,24,1995-05-25,172,66,Spain,Valencia CF,81,86,21000000,35000
236632,David Neres,David Neres Campos,22,1997-03-03,175,66,Brazil,Ajax,81,86,24000000,26000
210406,P. Zieliński,Piotr Zieliński,25,1994-05-20,180,75,Poland,Napoli,81,85,22500000,71000
215316,G. Rulli,Gerónimo Rulli,27,1992-05-20,189,84,Argentina,Montpellier HSC,81,85,16000000,32000
199503,G. Xhaka,Granit Xhaka,26,1992-09-27,185,82,Switzerland,Arsenal,81,84,21500000,94000
201400,Rafinha,Rafael Alcântara do Nascimento,26,1993-02-12,174,71,Brazil,FC Barcelona,81,84,22000000,160000
201455,G. Kondogbia,Geoffrey Kondogbia,26,1993-02-15,188,80,Central African Rep.,Valencia CF,81,84,21500000,45000
204923,M. Sabitzer,Marcel Sabitzer,25,1994-03-17,177,77,Austria,RB Leipzig,81,84,22500000,59000
205988,L. Shaw,Luke Shaw,23,1995-07-12,181,75,England,Manchester United,81,84,20000000,97000
207877,J. Martínez,Josef Alexander Martínez,26,1993-05-19,170,69,Venezuela,Atlanta United,81,84,22500000,14000
208135,A. Doucouré,Abdoulaye Doucouré,26,1993-01-01,184,76,France,Watford,81,84,20000000,73000
226790,W. Ndidi,Onyinye Wilfred Ndidi,22,1996-12-16,183,74,Nigeria,Leicester City,81,84,20500000,74000
200316,T. Horn,Timo Horn,26,1993-05-12,192,90,Germany,1. FC Köln,81,83,15500000,28000
204638,W. Orban,Willi Orban,26,1992-11-03,186,83,Hungary,RB Leipzig,81,83,19000000,57000
206467,A. Plea,Alassane Plea,26,1993-03-10,181,79,France,Borussia Mönchengladbach,81,83,22000000,41000
207791,Y. Poulsen,Yussuf Yurary Poulsen,25,1994-06-15,193,78,Denmark,RB Leipzig,81,83,22000000,65000
207807,R. Fraser,Ryan Fraser,25,1994-02-24,163,70,Scotland,Bournemouth,81,83,21500000,76000
207862,M. Ginter,Matthias Ginter,25,1994-01-19,191,89,Germany,Borussia Mönchengladbach,81,83,19500000,33000
209889,R. Guerreiro,Raphaël Guerreiro,25,1993-12-22,170,71,Portugal,Borussia Dortmund,81,83,21500000,79000
212814,João Mário,João Mário Naval Costa Eduardo,26,1993-01-19,179,73,Portugal,Inter,81,83,21500000,74000
213874,Thiago Mendes,Thiago Henrique Mendes Ribeiro,27,1992-03-15,177,80,Brazil,Olympique Lyonnais,81,83,19000000,73000
216145,A. Izzo,Armando Izzo,27,1992-03-02,183,78,Italy,Torino,81,83,18500000,51000
216352,M. Brozović,Marcelo Brozović,26,1992-11-16,181,68,Croatia,Inter,81,83,19500000,68000
190544,A. Ljajić,Adem Ljajić,27,1991-09-29,182,74,Serbia,Beşiktaş JK,81,82,20500000,80000
193165,J. Corona,Jesús Corona,26,1993-01-06,173,62,Mexico,FC Porto,81,82,21000000,19000
199575,Jordi Masip,Jordi Masip López,30,1989-01-03,180,76,Spain,Real Valladolid CF,81,82,14000000,21000
204120,T. Vaclík,Tomáš Vaclík,30,1989-03-29,188,85,Czech Republic,Sevilla FC,81,82,14000000,18000
206304,L. Milivojević,Luka Milivojević,28,1991-04-07,186,80,Serbia,Crystal Palace,81,82,17500000,66000
208093,Gerard Moreno,Gerard Moreno Balagueró,27,1992-04-07,180,77,Spain,Villarreal CF,81,82,21000000,45000
223689,W. Weghorst,Wout Weghorst,26,1992-08-07,197,84,Netherlands,VfL Wolfsburg,81,82,21000000,62000
20775,Quaresma,Ricardo Andrade Quaresma Bernardo,35,1983-09-26,175,67,Portugal,Beşiktaş JK,81,81,8000000,59000
112316,J. Mathieu,Jérémy Mathieu,35,1983-10-29,189,84,France,Sporting CP,81,81,5500000,13000
138412,J. Milner,James Philip Milner,33,1986-01-04,175,70,England,Liverpool,81,81,10500000,105000
142707,L. López,Lisandro López,36,1983-03-02,174,72,Argentina,Racing Club,81,81,6500000,25000
159145,B. Gomis,Bafétimbi Gomis,33,1985-08-06,184,77,France,Al Hilal,81,81,11000000,56000
162240,M. Dembélé,Moussa Sidi Yaya Dembélé,31,1987-07-16,185,85,Belgium,Guangzhou R&F FC,81,81,15000000,23000
162895,Cesc Fàbregas,Francesc Fàbregas i Soler,32,1987-05-04,179,77,Spain,AS Monaco,81,81,13500000,50000
163489,A. Consigli,Andrea Consigli,32,1987-01-27,189,82,Italy,Sassuolo,81,81,11000000,48000
165229,L. Koscielny,Laurent Koscielny,33,1985-09-10,186,75,France,FC Girondins de Bordeaux,81,81,8500000,39000
168530,Jardel,Jardel Nivaldo Vieira,33,1986-03-29,192,86,Brazil,SL Benfica,81,81,8500000,18000
169195,Renato Augusto,Renato  Soares de Oliveira Augusto,31,1988-02-08,186,86,Brazil,Beijing Sinobo Guoan FC,81,81,15000000,28000
171791,José Fonte,José Miguel da Rocha Fonte,35,1983-12-22,187,81,Portugal,LOSC Lille,81,81,5500000,32000
171897,A. Guardado,José Andrés Guardado Hernández,32,1986-09-28,169,67,Mexico,Real Betis,81,81,13500000,32000
173771,L. Piszczek,Łukasz Piszczek,34,1985-06-03,184,79,Poland,Borussia Dortmund,81,81,6000000,76000
176600,K. Gameiro,Kévin Gameiro,32,1987-05-09,172,70,France,Valencia CF,81,81,14000000,48000
177388,D. Payet,Dimitri  Payet,32,1987-03-29,175,77,France,Olympique de Marseille,81,81,14000000,46000
177600,Beñat,Beñat Etxebarria Urkiaga,32,1987-02-19,177,76,Spain,Athletic Club de Bilbao,81,81,13500000,32000
178086,Adán,Antonio Adán Garrido,32,1987-05-13,190,92,Spain,Atlético Madrid,81,81,11000000,46000
179784,B. Höwedes,Benedikt Höwedes,31,1988-02-29,188,77,Germany,Lokomotiv Moscow,81,81,13000000,1000
182494,F. Muslera,Fernando Muslera,33,1986-06-16,190,74,Uruguay,Galatasaray SK,81,81,9500000,59000
183394,M. Sissoko,Moussa Sissoko,29,1989-08-16,187,91,France,Tottenham Hotspur,81,81,17000000,105000
183498,M. Parolo,Marco Parolo,34,1985-01-25,184,75,Italy,Lazio,81,81,7000000,54000
184134,Fernando,Fernando Francisco Reges,31,1987-07-25,183,76,Brazil,Sevilla FC,81,81,13500000,22000
184144,N. Gaitán,Osvaldo Nicolás Fabián Gaitán,31,1988-02-23,173,66,Argentina,Chicago Fire,81,81,15500000,13000
184431,S. Giovinco,Sebastian Giovinco,32,1987-01-26,163,61,Italy,Al Hilal,81,81,14000000,56000
185221,Luiz Gustavo,Luiz Gustavo Dias,31,1987-07-23,187,78,Brazil,Olympique de Marseille,81,81,13500000,42000
188829,N. Nkoulou,Nicolas N'Koulou,29,1990-03-27,184,77,Cameroon,Torino,81,81,15000000,54000
191202,N. Matić,Nemanja Matić,30,1988-08-01,194,85,Serbia,Manchester United,81,81,14500000,115000
192638,Marcos Alonso,Marcos Alonso Mendoza,28,1990-12-28,188,87,Spain,Chelsea,81,81,15000000,115000
192883,H. Mkhitaryan,Henrikh Mkhitaryan,30,1989-01-21,177,75,Armenia,Arsenal,81,81,17000000,94000
194022,André Almeida,André Gomes Magalhaes de Almeida,28,1990-09-10,185,80,Portugal,SL Benfica,81,81,15000000,18000
203551,A. Florenzi,Alessandro  Florenzi,28,1991-03-11,173,67,Italy,Roma,81,81,15000000,51000
204399,E. Zahavi,Eran Zahavi,31,1987-07-25,182,71,Israel,Guangzhou R&F FC,81,81,16000000,25000
207471,F. Vázquez,Franco Vázquez,30,1989-02-22,186,82,Argentina,Sevilla FC,81,81,16500000,24000
208618,Lucas Vázquez,Lucas Vázquez Iglesias,28,1991-07-01,173,70,Spain,Real Madrid,81,81,18000000,180000
216194,Dani García,Daniel García Carrillo,29,1990-05-24,180,80,Spain,Athletic Club de Bilbao,81,81,17000000,33000
224334,M. Acuña,Marcos Javier Acuña,27,1991-10-28,172,69,Argentina,Sporting CP,81,81,18500000,21000
230271,Laure Santeiro,Laureano Thomas Santeiro Marre,31,1988-02-29,171,63,Brazil,Fluminense,81,81,15500000,40000
245299,J. Frendado,Jaime Nicolás Frendado,35,1984-02-29,181,82,Uruguay,Uruguay,81,81,0,0
245304,S. Ardero,Saúl Marcelo Ardero,31,1988-02-29,171,63,Uruguay,Uruguay,81,81,0,0
245305,L. Dálves,Luis Roberto Dálves,27,1992-02-29,188,83,Uruguay,Uruguay,81,81,0,0
251700,S. Mandíquez,Segundo Mandíquez,30,1989-03-16,188,84,Ecuador,Ecuador,81,81,0,0
242444,João Félix,João Félix Sequeira,19,1999-11-10,181,70,Portugal,Atlético Madrid,80,93,28000000,38000
224232,N. Barella,Nicolò Barella,22,1997-02-07,175,68,Italy,Inter,80,88,21500000,60000
225100,J. Gomez,Joe Gomez,22,1997-05-23,188,77,England,Liverpool,80,88,20000000,73000
213661,A. Christensen,Andreas Christensen,23,1996-04-10,187,81,Denmark,Chelsea,80,87,19000000,85000
215698,M. Maignan,Mike Maignan,23,1995-07-03,191,89,France,LOSC Lille,80,87,16000000,28000
216393,Y. Tielemans,Youri Tielemans,22,1997-05-07,176,72,Belgium,Leicester City,80,87,20500000,76000
229668,Mario Hermoso,Mario Hermoso Canseco,24,1995-06-18,184,75,Spain,Atlético Madrid,80,87,19000000,46000
234153,Carlos Soler,Carlos Soler Barragán,22,1997-01-02,180,76,Spain,Valencia CF,80,87,21000000,36000
220477,M. Caldara,Mattia Caldara,25,1994-05-05,187,80,Italy,Milan,80,86,18000000,40000
222400,H. Winks,Harry Winks,23,1996-02-02,176,74,England,Tottenham Hotspur,80,86,20000000,82000
223113,K. Piątek,Krzysztof Piątek,24,1995-07-01,183,77,Poland,Milan,80,86,20500000,44000
224458,Diogo Jota,Diogo José Teixeira da Silva,22,1996-12-04,178,73,Portugal,Wolverhampton Wanderers,80,86,20500000,84000
226161,Marcos Llorente,Marcos Llorente Moreno,24,1995-01-30,184,74,Spain,Atlético Madrid,80,86,18500000,46000
228618,F. Mendy,Ferland Mendy,24,1995-06-08,180,73,France,Real Madrid,80,86,18000000,115000
236679,Melendo,Óscar Melendo Jiménez,21,1997-08-23,167,63,Spain,RCD Espanyol,80,86,20500000,26000
239818,Rúben Dias,Rúben Alves Dias,22,1997-05-14,186,82,Portugal,SL Benfica,80,86,18500000,14000
241671,D. Livaković,Dominik Livaković,23,1995-09-02,187,79,Croatia,Dinamo Zagreb,80,86,15500000,1000
203747,Héctor Bellerín,Héctor Bellerín Moruno,24,1995-03-19,178,74,Spain,Arsenal,80,85,17500000,69000
204884,B. Mendy,Benjamin Mendy,24,1994-07-17,185,85,France,Manchester City,80,85,17500000,96000
211591,M. Dembélé,Moussa Dembélé,22,1996-07-12,183,74,France,Olympique Lyonnais,80,85,20000000,71000
211990,O. Vlachodimos,Odisseas Vlachodimos,25,1994-04-26,188,77,Greece,SL Benfica,80,85,14500000,12000
212623,Santi Mina,Santiago Mina Lorenzo,23,1995-12-07,181,77,Spain,RC Celta,80,85,20000000,29000
212692,Rony Lopes,Marcos Paulo Mesquita Lopes,23,1995-12-28,174,68,Portugal,Sevilla FC,80,85,20000000,19000
215330,J. Correa,Joaquín Correa,24,1994-08-13,188,77,Argentina,Lazio,80,85,20000000,53000
219809,T. Bakayoko,Tiémoué Bakayoko,24,1994-08-17,189,85,France,Chelsea,80,85,18000000,85000
226168,M. Eggestein,Maximilian Eggestein,22,1996-12-08,181,75,Germany,SV Werder Bremen,80,85,19500000,31000
